"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"	"V101"	"V102"	"V103"	"V104"	"V105"	"V106"	"V107"	"V108"	"V109"	"V110"	"V111"	"V112"	"V113"	"V114"	"V115"	"V116"
"Precentral_L"	2.81504181703482	3.57329649443621	5.87605627808121	7.93534479211187	2.55373897135415	4.43757951582702	5.686925487056	6.94962569476208	2.14710570142268	5.81402783860115	2.92140226517482	6.21570884906544	3.98919672066827	5.70462090979917	4.29616627629094	4.77392689584506	4.77399672979773	5.46085117196835	6.85101570462155	7.35959485050885	6.75887216487902	7.16773817799139	5.30330085889911	5.89547105389963	2.97831670081782	7.0746930711715	0	4.69959646103277	2.49052257622827	3.32950230298548	2.51121884663479	3.34535312931365	1	4.82986399465829	2.86951157727443	3.48535621990443	2.16867932825912	5.2765776118025	1.58585944084366	4.17205468186317	3.07213937604096	5.69603326470987	3.40346978205728	4.02858637697162	2.46047898477763	3.32907401734321	4.55913525635227	5.25517679216248	5.23250274412926	6.72744651300669	7.1934954515586	8.7578030946264	4.96918609608418	6.9038695406378	7.1712994800025	9.40438609777939	4.27215668618588	6.25264275337028	3.97126039072095	4.6280557320495	2.52085126009348	3.22359937342623	4.35889894354067	8.41008372114816	3.72466566665496	7.12133998247994	4.19399001415191	8.07305130067751	5.08558822037037	7.24038925158881	3.87148769705097	6.66462612449568	6.01687877463717	7.68114574786861	3.44293496447299	5.58596378908702	4.51598680332633	6.44345527974153	5.05647122354789	7.78296011072307	5.88364546438832	8.08553563623479	4.47441707524738	5.89234223120967	3.36196205282295	4.37863149775172	6.97700304060213	9.48074972692642	7.41379023943123	8.94212158615272	7.81449071022808	11.2101144805335	8.68838027524284	14.4930394593779	9.47434208242118	8.85395523845055	9.33161011661016	9.36238247496206	5.46653260517161	6.93538873158798	10.9179677688671	14.967032043554	11.1907248751957	9.97765360335642	6.75696705435101	7.86164294942561	5.02513164523558	5.13960445760007	9.75992303048418	9.02638409088033	6.45695808351794	8.83538340990361	9.72131678323467	12.2325036824627	11.8311288453849	10.5293937084778
"Precentral_R"	4.41954455806471	2.24741864930451	7.04259404205024	6.9722393255052	5.17534275791184	2.26377603438199	7.60963481752408	5.47158331182337	5.45161680478035	2.39448880605773	5.73442654489027	3.29177253517883	5.86200437035791	3.96124476081653	4.91368801379445	4.37463793298069	5.37452994589327	4.98205735840005	7.38730359030006	7.03670032864492	7.29262318656164	6.8277117000371	5.91496763349244	5.38638634844706	7.53100586792469	2.78917320715067	4.60528058553691	0	3.2646068151705	2.31329880286818	3.29200859266234	2.42987781999336	4.85655152502594	1	4.17462344601648	2.2288431832419	4.95658383798151	2.15561770663559	4.19004515552227	1.41243281006674	5.44556504637963	3.02356674078184	3.8936686733343	3.30374849199521	3.29267772773241	2.67415017093107	5.14087263298474	4.56696210375594	5.56042270457874	5.71647170731106	7.62243066714039	7.49395036248561	5.71233043111552	5.94363771341194	8.39081623570969	7.32253159955959	5.62355213582471	4.47533936371111	5.12196695172328	3.57963996582175	3.29343011497083	2.49778663081884	8.00858318182141	4.70437536140385	8.09182377096156	3.24123710603345	9.07267506504123	3.75514628150564	7.60895698601946	4.70675333653192	7.08497785436985	3.67000892604383	8.08387633525981	5.61341014393064	5.28080860959286	3.6321216516394	6.09159189840205	4.73730186767819	7.18752348359019	5.41340600167834	7.55106075452439	6.23931711120571	6.02918074104295	4.42830085753537	4.42466826361343	3.34767031705993	11.0752297622087	6.03196612926626	10.5635829960429	6.37302005452553	9.76161649659041	8.89821861799559	10.1453295088614	12.148181479259	10.4396763410205	7.79467827083289	10.8887919198451	7.88586811250673	6.53577172618028	5.70709043436791	13.1264248865801	12.4967465645581	12.935348171705	8.70481530670292	7.23878442834154	7.44390789208749	5.91739676002754	4.29969517998389	9.66890918759964	8.91285725175961	6.35302658152491	8.71366742537263	9.6108272276636	12.1238527241982	11.7385128072865	10.5351322245623
"Supp_Motor_Area_L"	2.26801342414156	2.04342176730208	5.87406783219229	6.96441169827217	2.84111640839357	2.92484313752633	6.01477930546566	5.87251960290355	3.4004254265843	4.15265283252107	3.76803837660223	4.62419849042319	4.55325629161624	4.74530360842045	4.32287927466957	4.34784775132807	3.75625514792571	4.03529206991913	6.372357210341	6.51431989054603	6.53722373164993	6.58474172078235	4.52333132942851	4.60120121615855	5.05647122354789	5.35939146947458	2.13532261005372	2.85632993361327	0	1	1.90817932211804	1.96378698695748	2.75789054621474	3.25893995881673	3.40370999503188	2.93043278932778	3.49598369808714	4.09777965577159	2.9057738374974	3.19053760381261	4.32871252930745	4.80207631223384	3.57312371948609	3.72629117241787	1.88710123711917	2.37038077868751	4.83493778415228	5.01556020359084	5.74086372768674	6.70965812803618	7.79353131993338	8.67607839309822	5.6548319323395	6.93172276478257	8.14452781524708	8.99213028595816	5.18187725171601	5.85194180848856	4.78843303274578	4.47197826054247	2.77863703974215	2.84636081892377	5.70790265086535	6.66407053275802	5.8245491786342	5.65188643062819	6.6332495807108	6.54028140823286	6.09902559492475	6.10862936321197	5.58922018168745	5.70903699832781	6.89749749533215	6.80187916431739	4.45247811937451	4.99272975709185	5.49266612015439	6.02470758205536	6.14485632535532	6.95578742655382	6.7682081805533	7.46671099277623	5.12855153199483	5.25162312571508	3.32562189013954	3.47569558076005	8.28402076289045	7.65439374410172	8.36126272076857	7.5294294400245	9.24368882711497	10.8955577321482	9.94381808322584	14.3623503798555	10.3701240920353	8.77815896224004	10.5562403594422	9.20889452202364	6.32287303401352	6.82428613307309	12.6211302700245	14.7697182882157	12.6654704379325	9.99464142142464	7.36898139449767	8.12515227841985	5.67953720448619	5.01434834453973	10.2087958249307	9.40809200220487	6.78799845881855	9.38466834789594	10.3436937309648	12.9892075276024	12.5255835753245	11.1365155242552
"Supp_Motor_Area_R"	2.90991853825508	1.90686452469011	6.30605702005516	7.03282347713961	3.58955318756122	2.62789885979328	6.58659073953236	5.80041271331512	4.06975344237965	3.61818198490795	4.42583893905612	4.22237695537533	5.01841845699657	4.55272146383597	4.53698054215164	4.38091769638999	4.2073141714535	4.2467429720489	6.74601145272013	6.72669940226891	6.84492083054805	6.72877927920327	4.93243827821708	4.78896758459647	5.828834243824	4.63044551215384	2.85464649694433	2.02399400298962	1	0	1.98197620194385	1.64564089985995	3.30512345603045	2.44244083682273	3.43348279029425	2.52995634688579	3.81299159442234	3.38348186441333	3.26182999000882	2.65745753247587	4.55703528680515	4.16459464779487	3.42985924291792	3.36861113570661	1.87562939076748	1.95635838472822	4.70837882596878	4.67655106570321	5.61073900273955	6.31953996473269	7.54215207822108	8.10440719172004	5.62702396412264	6.58675685399564	8.02532224284167	8.27994698798813	5.23470308633798	5.36353576697004	4.86340696145483	4.19298224907329	2.88609068651713	2.68394109902003	6.45950391591294	6.09756737304742	6.50258272454509	4.95031493720633	7.38594874108737	5.76213911590229	6.64106720225791	5.75682888734538	6.04902749131905	5.1333930433906	7.35424405771099	6.53303129682624	4.73261669890067	4.63219871737655	5.68557234577336	5.66901059792803	6.46977779304344	6.51457721667774	7.04702020907848	7.14837679338057	5.44583720442898	5.04712639513663	3.64238002834909	3.38409622790096	9.16612552515277	7.14860574535791	9.03663179983086	7.15039894888426	9.41224529247847	10.3407075463016	10.029474634585	13.7713689373874	10.3992661684421	8.50123685338687	10.6493142848186	8.82329118241711	6.38537779973825	6.50640709864771	12.8338252562153	14.1872163736843	12.8239832132823	9.68122876892135	7.37819326455038	7.97791068034291	5.79587851772342	4.84497537741597	10.0571537456387	9.22483392672246	6.60688183441815	9.15073767518226	10.1200790510747	12.7647571222583	12.3382214000671	11.0024972190383
"Cingulum_Mid_L"	3.09850277141403	2.66730272312572	5.72459850447026	6.80196050169851	3.35919226330832	3.27571059439304	5.96132394502849	5.85441126622748	3.15331511689128	3.99177987486072	3.75759189579522	4.61432235576576	4.22330552101189	4.46628015267783	3.6255109842486	3.69172940224246	4.5804038580116	4.8335477735926	6.43419333954427	6.54078115990882	6.08952813780973	6.12132242536644	4.64885384855914	4.83204762088768	4.00385616593939	4.62656764838992	2.08907597051807	2.79469941632123	1.85146642635721	1.92306999305751	0	1	2.21523921241294	2.83877098224833	2.59084314333852	2.3659296460341	2.64629587241873	3.38208305699556	2.27144633186395	2.69289395490223	3.25346191144478	3.82380060987768	2.37542058398501	2.50245780822918	1.79226957119384	1.99730033622726	2.63960839283642	2.87510587043917	4.19928409709376	4.88601788082149	5.67922734079257	6.41693004094968	4.08968094062097	5.06590708897689	6.07978355831374	6.86017105491218	3.90393913128019	4.55609062502487	3.67547152200788	3.53064360814416	1.65779484643318	1.81500627756783	4.7090946602382	5.70949740833094	4.24000140805384	4.51526748370882	5.1579528508838	5.42725125452796	5.30619075960886	5.46205317589142	4.34870060031694	4.61519230368573	6.00196508700779	6.03482287535678	3.53732534060724	4.09110981118565	4.09377059136478	4.63954333085063	4.40258061247977	5.24911340031454	5.10748663758276	5.80046464267493	4.0411152229178	4.29940094488156	2.67867482251595	2.91514738755826	6.43927680056431	6.2930568170456	6.20771409503646	5.84522597225006	7.21653055512218	8.68795834215604	7.87439039522334	11.556044681235	7.44629897472916	6.4169751513823	7.56202423470831	6.77612631600587	4.7344369905007	5.23984147635384	10.039819709436	12.0255751559468	10.1005050378782	8.06336512523507	5.80338222789253	6.42569784227215	4.47387800633683	4.00824393188286	7.3824115301167	6.51733149042594	4.69293816697528	6.92935783460488	7.89278151224269	10.0158411114959	9.61325304703571	8.43397107724873
"Cingulum_Mid_R"	3.06758405629675	2.1311932650101	5.54084240702073	6.16195561244131	3.53298944075541	2.62111216998311	5.92081706915145	5.22468154984563	3.57357527576688	3.13969174180789	4.00981500224153	3.80213155737174	4.30945803685667	3.88328337971394	3.48585753425766	3.33006712830805	4.24029474240737	4.2910296344098	6.0570505422752	5.99494736752492	5.76449579449113	5.6302753041037	4.25811917956372	4.20838761472722	4.7803610587331	3.69268160499893	2.7829899591236	2.0628069259611	1.90542137875868	1.59673089453093	1	0	3.03238589866306	2.28488285370879	3.15946012716815	2.36987316359863	3.40325323254698	3.03138160711408	2.82989498883625	2.26773399005801	3.95362162065471	3.57259106812732	2.86184624576972	2.70336766299212	2.25369400998616	2.17407881757676	3.17252818189769	3.03015151136345	4.53057874789189	4.9980483996134	6.25890669713795	6.704905086009	4.44097086482474	5.11525694941482	6.80685928555405	6.9898789030745	4.41258421686198	4.48742049234961	4.0454239018247	3.4691873588621	1.83158157763035	1.58113883008419	5.14966833587035	4.64299225168213	5.11071452783998	3.67805517735127	6.08030831896964	4.59481877233061	5.52865605150556	4.74450982125482	5.00385951427596	4.09625564934949	6.13834222596125	5.41091566176698	3.87273168219297	3.71069141390533	4.45096336971748	4.33054536847333	4.8003343504951	4.66007640031122	5.33506916196622	5.27606666301935	4.17670898665249	3.80639414191914	2.61926664715991	2.35783523028648	6.86216334068825	5.11408311956759	6.48762558370054	4.87010767005707	7.75140873321731	8.42844942382183	8.31459741181026	11.3142409463813	7.7127713634765	6.21349150120237	8.02053286062847	6.57096416771983	5.06832746203433	5.1121521511843	10.5839596569621	11.7083020694462	10.516461362833	7.88835790746024	5.9304140935313	6.38153444717276	4.62881993881529	3.82810252371052	7.43754483487204	6.62405078335665	4.86565064642107	7.16937933157397	8.11418511004032	10.2034188435818	9.73865819374693	8.5175965242227
"Postcentral_L"	3.78799694605333	4.19317268914814	6.61667392515119	8.74209599719898	3.50385193997495	4.98368840591248	6.46015826894458	7.61044801039459	2.64931461410839	6.24675098032721	3.56873213573165	6.75374997213632	4.45646934777061	6.12878319661206	4.66064904112465	5.15131851803272	5.84926750527437	6.47920515977751	7.76608902397621	8.26126411927889	7.45890703237727	7.84781723118713	6.30006265633003	6.87721256262877	3.01743902533339	7.32750351022145	1	4.95601341458205	3.21665149601987	3.8549137941542	2.66287609379578	3.64514489968683	0	4.88099763686016	2.15788983722949	3.21525438822261	1.24052605741897	5.10890853042406	1.06124730726447	4.1583586075187	2.15868996456471	5.39101952163502	2.755025214844	3.53808320802172	2.39979015869209	3.19790848915912	3.90221382387905	4.76117959846414	4.50489929377548	6.03404972614255	6.03672336499754	7.70759882492711	4.30458032387664	6.28936384390151	5.88968639208417	8.43717018365545	3.47058691649893	5.7523188345677	3.38714146039507	4.30337552424603	2.47041997004058	3.23524561035048	4.8370390286709	8.87573594270301	3.38676087932575	7.2286104466048	3.75459916973478	8.12991424419578	5.41181446920131	7.59449462095523	3.35654722392063	6.56453375711298	6.28302595047479	7.99403304442462	3.20604935031374	5.53176530145914	4.1041013886683	6.25340486965046	4.82662369532744	7.77840254160781	5.76815437885218	8.12752961167491	4.60744738749901	6.10079478180482	3.84821581258628	4.82410931171144	7.63216876123687	10.0594387364459	7.91246755804679	9.40471785588052	6.97197488054423	10.6301458127346	7.86367276770787	13.7367680034542	8.86744489395725	8.52155047100623	8.53784146269449	8.90710102099055	4.8877470190248	6.54427889128333	10.0166528008778	14.3035087110046	10.4068741850294	9.54843542406917	6.3617370358423	7.49207726331336	4.78145769220409	5.02073371035462	9.20829424632104	8.42832043564159	5.85929696693601	7.98398396791977	8.86024830351836	11.3190967492778	11.051983598586	9.91114368934127
"Postcentral_R"	5.0898403531097	3.033737355304	7.76524728650419	7.91890717896674	5.7414308997826	3.08241338315143	8.30999848173001	6.28904790505873	5.75194798832338	3.14201571824882	6.17231595729914	4.10936264083235	6.28916301494654	4.53756891743153	5.31676981231212	4.83437007485138	6.33869895779977	6.0384341154942	8.31357967041973	8.02193961280656	8.04436229330096	7.61229655383508	6.85661417134848	6.43898488240107	7.67953830916777	3.16146671576213	4.73293378906315	1	3.72476494209687	2.79155741348674	3.34392257413628	2.69147155637134	4.78304123374539	0	3.69202427632829	1.57549140742584	4.65928467874407	1.22410077727847	4.07956580322675	1.08296758582439	5.03875470640857	2.13577016450357	3.28433939261789	2.56265743218911	3.11066857649698	2.26801342414156	4.57548521307467	3.95264172717141	4.92724849969816	4.87152002121239	6.54416434363638	6.14716281055488	5.22343887927199	5.24427678754566	7.35733883837143	5.88157464918896	5.10057575337069	3.6559871496241	4.75948813137792	3.13742593009855	3.30660527489084	2.5145593748324	8.42569679090185	5.40643211339246	8.09182377096156	3.29964247297161	9.04714022598615	3.68263462113865	7.97697157270214	5.21289495951349	6.95129220508413	3.38149120339247	8.43901541248003	6.05438697637928	5.23632536363433	3.52948508387059	5.91415240732503	4.49395729551506	7.17548983143225	5.41733492877231	7.61779917020204	6.3497361312239	6.25055099612043	4.73262371974862	4.86306512298964	3.90549274269181	11.7008851923995	6.85939370872397	11.1122519255614	7.01098039890614	9.26972010598883	8.19434480734765	9.61487301697376	11.3270121752948	10.0845113129518	7.51882372983792	10.4182279531699	7.42186716059596	6.17418556377167	5.26791779115868	12.6211302700245	11.7944238407368	12.4952516233693	8.30590724954807	6.99811295319391	7.16262294280625	5.82761005567797	4.20655983329228	9.26967255453464	8.44061031199903	5.82333603732004	7.95436986819195	8.86069974663401	11.3755192859223	11.133885873052	10.0907965901695
"Parietal_Sup_L"	5.7959921652687	5.15460711933581	8.82567410255364	10.6384095416447	5.79164617942307	5.7503180573612	8.89318756390131	8.96259925067418	4.87388110043034	6.72667638455142	5.78819010175789	7.51009053567363	6.33654367256202	6.96330405093625	6.1176888477993	6.34083476894094	8.03877419431991	8.40101865417883	10.1080863868798	10.4042532095526	9.59840673053116	9.73350792215161	8.66443122317055	8.96594433926158	5.72249190303026	7.38258519101298	3.27341286550894	4.85975733749231	4.52868733840271	4.56830049026652	3.55274676403737	4.33247445788543	2.46162601729154	4.29795460575184	0	2.02320997620362	1.46033038778852	3.98657051605704	2.08060175297558	3.65684060651767	1.67280330385008	4.03494201913631	1.13513197037346	2.08821831658113	2.3771998520719	2.51970650340657	3.38924962005058	4.10337206912344	3.34605415846375	4.52095392480878	3.52321493500764	4.87997533723639	3.71536291210259	5.19802964546394	3.37617397724668	5.51265639514866	2.50449331651869	4.22307884184733	3.00968134827955	3.50176260272038	3.21217649004591	3.53897390258615	7.70099626746114	9.68732482654948	5.75818690369724	7.11502603688967	6.18435676984409	7.75647609087494	7.57198162044635	8.25978609832249	4.6023327977741	6.02552043824632	8.25392988161191	8.73657832505813	4.06501740116016	5.33713806595283	4.67337039827562	5.99849014819321	6.22916279573768	8.01815316278281	7.17505968487242	8.65820645440453	6.14684256097289	6.78400525299968	5.53331093292959	5.91381265146507	11.4533214147064	11.3651514141549	11.264672970968	10.7518632851503	6.9147127931714	9.51986906300419	7.60587914644727	12.5237124485504	9.48544591521802	8.67696488561341	8.99268708744119	8.59199801597638	4.82421492528993	5.96734408278079	10.2912142582443	13.3231386728648	10.7675156809449	9.15507925637327	6.53437932840964	7.44056388657649	5.31550048956309	5.05810893708484	9.43979640127693	8.50035867248998	5.3923022056375	7.01427116670007	7.91201617794099	10.6439035568174	10.755599789378	9.97414239338483
"Parietal_Sup_R"	6.33932570228981	4.63667205389479	9.35039606337914	10.2362990471077	6.75203140229324	4.88858045136996	9.74295815678482	8.31846807993582	6.27187994045018	5.31249731644415	6.96103259888699	6.27851160938618	7.20036374742541	6.20627958893959	6.45044552125513	6.21576534560428	8.22143781834997	8.16892546688866	10.3384908503893	10.2708767440228	9.87480454013558	9.62502864778013	8.90002956825366	8.75695212538677	7.9481343412258	5.42879313216067	4.86744830276937	3.17642175606669	4.77323619610258	4.12092004071688	3.97179048002596	3.9784106369469	4.49023959891108	2.24530160787918	2.47686496420184	0	3.85433623091964	1.49973709578275	3.72942862564149	2.06317992656869	4.01007377022559	1.71282046438547	2.05976283848886	1.38965734660873	2.92348466558798	2.01255054898758	4.09782964411746	3.82235393578219	3.88772158017615	3.89183009179674	4.41505986631987	3.87869150456834	4.51974607419083	4.69561289799371	5.12877644532173	3.58092290472128	3.97212509593766	2.77098248804365	4.06872774396929	2.80363455423157	3.69488483082267	3.24719075319123	9.39302973664982	8.09472607096339	8.16252814216538	5.2295616075099	8.94009916803658	5.5170827660269	8.83710018177012	7.11523408023921	6.6474949559356	4.32075983100674	9.35061293521184	7.79296416368198	5.21693149935916	4.29270898470307	5.80183055466258	5.10328112696817	7.54779012708151	6.90050876940213	8.22034513108021	7.83744422084736	7.00029153911843	6.15488227000125	6.01392805720943	5.52632155100094	13.4090854061182	9.9356906512808	12.8598211496117	9.70725343394151	8.52565229105385	8.19907349653303	8.88751662767665	11.2758404703708	10.387872483663	8.29085748020127	10.3217960493419	7.92488096552604	5.76120554760044	5.3236262235982	12.0562653982705	12.0270778832449	12.1924798813271	8.56696312253398	7.02018652657638	7.37489933975327	5.97505637641175	4.67071022228767	9.69032708552143	8.74154643906566	5.57307559590152	7.24927582590151	8.15548894916792	10.9416412020831	11.0437047513118	10.2870878203783
"Parietal_Inf_L"	5.09301962698587	5.05290081198672	7.7715633087354	9.93249945655903	4.82983831297657	5.7450055751517	7.67597295120713	8.55168253218477	3.67295059015716	6.90022743727563	4.64933889937676	7.52465533803405	5.30582563926536	6.76667413046312	5.38133467520818	5.8362535645826	7.30467035226258	7.85502976043461	9.1107508113668	9.57300497453251	8.59480006953589	8.92781509401607	7.76759462869874	8.29195869185131	3.96668222841641	7.79217227209131	2.32464481371537	5.42185869643777	4.37076693540202	4.76709819756476	3.40980853690837	4.38516420123242	1.32974129834709	5.09665204511408	1.37220685537714	2.95839859401782	0	5.00157703836125	1	4.21048547313289	1	5.08011525242469	2.1401700560592	3.09309119082417	2.80992588038144	3.35919226330832	3.54653663140846	4.51620458970848	3.64521353275037	5.251712844861	4.60387360533638	6.44857122132183	3.6028311307724	5.64087867225683	4.24007793201555	7.26855270374231	2.47046040307765	5.15368892679216	2.72963534028066	3.91770060075794	2.76004510293794	3.46952599348514	6.05887148437084	9.6890169357024	3.95779978074657	7.54425147626182	4.16542269987773	8.33868741860303	6.2264651227264	8.17292361997378	3.23709197873098	6.53505138095517	6.98076873098312	8.52893537255451	3.20604935031374	5.54603885746818	3.89980372010882	6.15823944349992	5.09053830620236	8.03758899667261	6.08986204713099	8.45262139875189	5.15910132974845	6.55223764692782	4.77251426716347	5.59556474608115	9.3407708461347	11.1326500634798	9.40174755792013	10.390454199001	6.1512071496244	10.0120082939198	7.01933645990484	12.9289066245381	8.63133825081603	8.44775035031862	8.06715237047256	8.62240073254099	4.36418369122796	6.17310940235847	9.22064000057491	13.6218286902849	9.75974001972006	9.15377881897234	6.06474501322782	7.20325466910995	4.70037301642183	4.98307816125385	8.94631686035397	8.13378980459698	5.36810656072859	7.10492786733264	7.94229186066591	10.4239405497809	10.3770384421215	9.47930075781663
"Parietal_Inf_R"	6.21005218991265	4.09492952773917	8.80393922028046	9.11741590184811	6.76081600796274	4.08590950567308	9.35913767095694	7.27055732808729	6.46178899230949	4.08754562018338	6.98965992820464	5.08611965438153	7.00701179431819	5.23628998264698	6.00143167340795	5.54085110139544	7.72248767693403	7.45734136931571	9.57175517393893	9.30851679100837	9.11172483187265	8.67450625819876	8.25458405340553	7.90111584391391	8.38465676911121	3.83907040030025	5.40603048113067	2.25373253622243	4.89668025068796	4.04312340237679	4.16524696706578	3.73333618136141	5.23424789185395	1.27981679723418	3.58041037066868	1.10023920844036	4.78048386009193	0	4.2645101139085	1	4.95542086662857	1	3.09044004506335	2.16681378231105	3.67619211810382	2.70956207138811	4.58328413983832	3.8821937833432	4.3663897532314	4.01825104534481	5.63953436252382	4.79398590788039	4.86080764692372	4.55695662241112	6.53696290780138	4.2800215035437	4.73224892563566	2.64575131106459	4.49484553278935	2.58126044805735	3.64217602873012	2.83662831139209	9.40155907161675	6.4382310980681	8.67015811799559	3.70317203841077	9.57102280908056	3.79902412070033	8.69205883507773	5.83806368172421	7.15304293053126	3.10894149854566	9.08580688725293	6.58459159500641	5.38371669556355	3.41971408811387	5.94902340546979	4.29568371167206	7.56290492232962	5.68998124116615	8.02388409994703	6.68543457532814	6.78383432604787	5.22015325445527	5.70838483027537	4.79702973233162	13.1638031847075	8.18770184718896	12.4728276093045	8.19709141661283	8.93180320169085	7.31622387457804	9.16679444963875	10.295630140987	10.1034126595137	7.48456355366063	10.3224334136359	7.11520682934088	5.94806124918981	4.8026174217417	12.2799828907853	10.8843869610591	12.1962073919508	7.83041992427457	6.8297352085471	6.899734403702	5.8624935964853	4.13039879124974	9.16315527720372	8.33227635573213	5.49771334929404	7.2674617302054	8.11763512360589	10.6587877405248	10.6163702400195	9.80524640908413
"SupraMarginal_L"	4.77892555878441	5.13184936086353	6.81223473289601	9.25595631324647	4.25914167054633	5.82636806986103	6.58552646934964	8.14231522954604	2.74377511592923	7.0757115140922	3.74165738677394	7.5425798602935	4.36060557175044	6.54061268728465	4.71489560327991	5.37462537653968	6.87160137614492	7.54752768324524	8.22866834056152	8.82867229799898	7.64891380216441	8.15294966470995	7.12713495253029	7.83589916917476	2.50061720776153	8.13034833832869	2.23902769815663	6.03695515853869	4.78501790972577	5.37134539490353	3.85502840704693	4.80281018216762	1.49834345614842	5.87777813991554	2.57508121367025	3.77036068492091	1.31714475931952	5.87675740545104	0	4.67321368808411	1.61851677216727	5.93364996378658	3.24365711434021	4.06343148211411	3.78609724836813	4.41425095693385	4.19260325787238	5.15789648053314	4.04306878852663	5.90411183713231	5.78917029924178	7.83061837090765	3.64342006964906	6.01988574561377	5.40061724867322	8.72895699757346	2.80824560646739	5.88802087368219	2.62158869251591	4.2129493436396	2.51539879965016	3.48860344296982	4.66512151809853	9.67038745049147	2.47525062804593	7.89431597537754	2.2969804968665	8.76311216586098	4.93208593782724	8.00051865538646	1.98838325120384	6.8830125721929	5.70377233661412	8.2101546272984	2.36980682872214	5.62598519387577	3.20880303822325	6.20454485128395	4.10510071153581	7.9986701022267	5.0613519884135	8.17451497248987	4.23156264859444	6.28188834763252	4.22994447704511	5.39547135207955	7.62046117839521	10.9550363081471	7.90569415042095	10.1178947845782	5.49424671706248	10.2393828544649	6.46072471596041	13.0088014691074	7.87567875103306	8.18135559912001	7.30356798168935	8.57130618515207	3.98801395673949	6.25633778276935	8.15320473646697	13.573982910266	8.69575537927336	8.94726614271485	5.53445468670991	6.84574710266638	4.05802075740532	4.81300826341378	8.47449545228102	7.87168435813748	5.43057310606855	7.19888880314177	7.91605962584921	10.097089655549	9.89579856647722	8.917817699834
"SupraMarginal_R"	6.09546358031879	3.71983200255421	8.1099339107901	7.90243537452125	6.7073995432726	3.43051713844285	8.80234675590635	6.1747399238683	6.51220431431989	2.98536576638845	6.88175054517655	3.96517688599466	6.6639131218255	4.23191338629359	5.46183257893126	4.80906932434156	7.24105212112822	6.8043006593394	8.68391643351532	8.25245601642507	8.20114769586622	7.6034048100757	7.57983821518778	7.06408633791191	8.60698826033708	2.33369960495216	5.86097205056324	2.02484567313166	5.22769823429287	4.35424614134978	4.54746367080822	3.82950019850305	5.84173157673044	1.55252852714087	4.50332079901371	2.07540369791948	5.51811269578132	1.37117693350103	4.6498669291144	0	5.69366906617855	1.73387114523109	4.04766680414496	3.12577859153183	4.52848697078884	3.67619211810382	5.20426897694725	4.29814215377132	4.85677210646306	4.4557444424681	6.83607226834028	6.08276253029822	5.15954601032685	4.65020324759063	7.78562406162701	5.61760822093298	5.35140786499834	3.07548349469066	4.80832611206852	2.56481563987992	3.59028692210892	2.53165796177095	9.21788835085644	4.81544645803107	8.95469525802967	2.30412429440014	9.91418401968207	2.1580786294263	8.3352513515994	4.51369515844862	7.42946237603443	2.07696728511748	8.59711447861959	5.29659720091246	5.3945680570753	2.59560772983505	5.958870977163	3.58185847639567	7.43116560320265	4.55151755535861	7.66666666666667	5.51850529665596	6.42793647657931	4.24353340479084	5.36886405072983	4.11054153660292	12.7082650271388	6.49753404900265	11.9193719872915	6.74536878161602	9.13189828376665	6.65949226362658	9.26874525241776	9.48683298050514	9.72652369338063	6.72420651609006	10.1993291833078	6.43079623273167	6.03330002733646	4.40480406494713	12.2321814336717	9.85986143259019	11.9519238973684	7.10842893365066	6.53380180581994	6.37905225659013	5.62462119936655	3.57716598788124	8.6256848437901	7.98245026261498	5.51276088220582	7.35499830047567	8.10777404717226	10.3499734888314	10.1368682323968	9.25879445312805
